	0807#	Saxicola ferreus	灰林䳭	Grey Bushchat	LC	-
	雀形目	PASSERIFORMES	河乌科	Cinclidae (1:2)		
	0688#	Cinclus pallasii	褐河乌	Brown Dipper	LC	-
	雀形目	PASSERIFORMES	叶鹎科	Chloropseidae (1:3)		
	0609#	Chloropsis hardwickii	橙腹叶鹎	Orange-bellied Leafbird	LC	-
	雀形目	PASSERIFORMES	啄花鸟科	Dicaeidae (1:6)		
	1179#	Dicaeum minullum	纯色啄花鸟	Plain Flowerpecker	LC	-
	1180#	Dicaeum ignipectus	红胸啄花鸟	Fire-breasted Flowerpecker	LC	-
	1181#	Dicaeum cruentatum	朱背啄花鸟	Scarlet-backed Flowerpecker	LC	-
	雀形目	PASSERIFORMES	太阳鸟科	Nectariniidae (6:13)		
	1184#	Cinnyris jugularis	黄腹花蜜鸟	Olive-backed Sunbird	LC	-
	1186#	Aethopyga gouldiae	蓝喉太阳鸟	Mrs Gould's Sunbird	LC	-
	1188#	Aethopyga christinae	叉尾太阳鸟	Fork-tailed Sunbird	LC	-
	1189#	Aethopyga saturata	黑胸太阳鸟	Black-throated Sunbird	LC	-
	1190#	Aethopyga siparaja	黄腰太阳鸟	Crimson Sunbird	LC	-
	1193#	Arachnothera magna	纹背捕蛛鸟	Streaked Spiderhunter	LC	-
	雀形目	PASSERIFORMES	雀科	Passeridae (5:13)		
	1197#	Passer cinnamomeus	山麻雀	Russet Sparrow	LC	-
	1198#	Passer montanus	麻雀	Eurasian Tree Sparrow	LC	-
	雀形目	PASSERIFORMES	梅花雀科	Estrildidae (3:5)		
	1240#	Lonchura punctulata	斑文鸟	Scaly-breasted Munia	LC	-
	1239#	Lonchura striata	白腰文鸟	White-rumped Munia	LC	-
	雀形目	PASSERIFORMES	鹡鸰科	Motacillidae (3:21)		
	1211#	Motacilla tschutschensis	黄鹡鸰	Eastern Yellow Wagtail	LC	-
	1210#	Motacilla citreola	黄头鹡鸰	Citrine Wagtail	LC	-
	1212#	Motacilla cinerea	灰鹡鸰	Grey Wagtail	LC	-
	1207#	Motacilla alba	白鹡鸰	White Wagtail	LC	-
	1213#	Anthus richardi	理氏鹨	Richard's Pipit	LC	-
	1218#	Anthus hodgsoni	树鹨	Olive-backed Pipit	LC	-
	1222#	Anthus roseatus	粉红胸鹨	Rosy Pipit	LC	-
	1221#	Anthus cervinus	红喉鹨	Red-throated Pipit	LC	-
	1224#	Anthus rubescens	黄腹鹨	Buff-bellied Pipit	LC	-
	1225#	Anthus sylvanus	山鹨	Upland Pipit	LC	-
	雀形目	PASSERIFORMES	燕雀科	Fringillidae (22:62)		
	1244#	Fringilla montifringilla	燕雀	Brambling	LC	-
	1296#	Mycerobas melanozanthos	白点翅拟蜡嘴雀	Spot-winged Grosbeak	LC	-
	1293#	Eophona migratoria	黑尾蜡嘴雀	Chinese Grosbeak	LC	-
	1288#	Pyrrhula nipalensis	褐灰雀	Brown Bullfinch	LC	-
	1267#	Carpodacus erythrinus	普通朱雀	Common Rosefinch	LC	-
	1246#	Chloris sinica	金翅雀	Grey-capped Greenfinch	LC	-
	1248#	Chloris ambigua	黑头金翅雀	Black-headed Greenfinch	LC	-
	雀形目	PASSERIFORMES	鹀科	Emberizidae (1:29)		
	1300#	Emberiza lathami	凤头鹀	Crested Bunting	LC	-
	1306#	Emberiza godlewskii	戈氏岩鹀	Godlewski's Bunting	LC	-
	1311#	Emberiza tristrami	白眉鹀	Tristram's Bunting	LC	-
	1312#	Emberiza fucata	栗耳鹀	Chestnut-eared Bunting	LC	-
	1313#	Emberiza pusilla	小鹀	Little Bunting	LC	-
	1316#	Emberiza elegans	黄喉鹀	Yellow-throated Bunting	LC	-
	1318#	Emberiza rutila	栗鹀	Chestnut Bunting	LC	-
	1322#	Emberiza spodocephala	灰头鹀	Black-faced Bunting	LC	-
